"defi","Intitulé","cat_defi","nb_coauteurs","Indicateur","Quelle.donnée.faut.il.surveiller..","Exemples.de.réponses.possibles","Afin.de.suivre.les.progrès..à.quelle.fréquence.est.il.nécessaire.de.surveiller.cette.donnée..","Qui.peut.renseigner.cette.donnée..","Champ.d.application","clarte_cons","cible_cons","qua_cons","finpro_cons","clarte_rev1","clarte_rev2","cible_rev1","cible_rev2","qua_rev1","qua_rev2","finpro_rev1","finpro_rev2","rev_id_12"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #1","Nombre de conflits entre élèves (définir le terme ""conflit"")","nombre","une journée (toujours la même), une fois par mois , pendant toute l'année scolaire","enseignant, ATSEM, AESH, stagiaire,","primaire","Oui","Non","Quantitatif",NA,"Oui","Non",NA,NA,NA,NA,NA,NA,"IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #2","Nombre d'élèves qui prennent la parole spontanément","nombre","observation une fois par an (début d'année)","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #3","Nombre d'élèves qui répondent aux sollicitations","nombre","observation une fois par an (début d'année)","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #4","Nombres de prise de parole spontanée pour les élèves en difficultés","nombre","observation sur 2 ateliers 3 fois par an (sept, janv, mai)","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #5","Nombres de prise de parole sollicitées pour les élèves en difficultés","nombre","observation sur 2 ateliers 3 fois par an (sept, janv, mai)","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #6","Évolution aux résultats aux évaluations de classe : pourcentage de réussite","","début et fin d'année","","","Oui","Non","Quantitatif",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,"IA/ML"
"DSE1E","Comment adapter les pratiques quand le problème c'est parler ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",11,"Indicateur #7","Résultats à une évaluation de la production langagière standardisée","","début et fin d'année","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","IA/ML"
"DSE2","Comment différencier les pratiques en faveur de tous les élèves ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #1","Nombre de situations d'apprentissage collectives assurant une accessibilité à des savoirs déclinés en objectif et sous objectifs (Scénario #1)","","tous les jours","enseignant, élève","école, collège, lycée","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","IA/EC"
"DSE2","Comment différencier les pratiques en faveur de tous les élèves ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #2","Nombre de situations d'apprentissage différenciées selon les élèves. (Scénario #2)","","tous les jours","enseignantélève","école, collège, lycée","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","IA/EC"
"DSE2","Comment différencier les pratiques en faveur de tous les élèves ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #3","Types de différenciations mises en place pour atteindre des objectifs déclinés en sous-objectifs.","","tous les semaines","enseignantélève","école, collège, lycée","Oui","Oui","Qualitatif","Processus","Oui","Oui","Oui","Oui","Qualitatif","Qualitatif","Processus","Finalité","IA/EC"
"DSE2","Comment différencier les pratiques en faveur de tous les élèves ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #4","Objectifs atteints / compétences acquises Scenario #1","","tous les mois","enseignant","école, collège, lycée","Non",NA,NA,NA,"Oui","Non",NA,NA,NA,NA,NA,NA,"IA/EC"
"DSE2","Comment différencier les pratiques en faveur de tous les élèves ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",6,"Indicateur #5","Objectifs atteints / compétences acquises Scénario #2","","tous les mois","enseignant","école, collège, lycée","Non",NA,NA,NA,"Oui","Non",NA,NA,NA,NA,NA,NA,"IA/EC"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #1a","Auto-observation: présence de comportements spécifiques genrés","Quel comportement genré est présent ? Par exemple : agir différemment lorsque je m'adresse à un élève fille ou garçon (ton de la voix, mots choisis, etc)","1 fois par semaine (prises de notes au fur et à mesure)","L'enseignant·e L'enseignant·e même","Toute personne du milieu de l'éducation","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Qualitatif","Processus","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #1b","Auto-observation: perception d'évolution concernant mes comportements genrés","Le comportement a-t-il changé/ est-ce plus équilibré ?","1 fois par semaine (prises de notes au fur et à mesure)","L'enseignant·e L'enseignant·e même","Toute personne du milieu de l'éducation","Oui","Oui","Non défini (quanti ou quali possible)","Processus","Oui","Oui","Oui","Oui","Non défini (quanti ou quali possible)","Qualitatif","Processus","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #2a","Observation extérieure: présence de comportements spécifiques genrés","","1 fois par mois en binôme par un·e collègue","Binôme : observation extérieure d'une séance de classe + retour/débriefing","Toute personne du milieu de l'éducation","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Non défini (quanti ou quali possible)","Processus","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #2b","Observation extérieure: évaluation du changement du comportement","Grille d'évaluation du changement du comportement (ex : 1- n'a pas du tout changé à 5 - a changé)","1 fois par mois en binôme par un·e collègue","Binôme : observation extérieure d'une séance de classe + retour/débriefing","Toute personne du milieu de l'éducation","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Non défini (quanti ou quali possible)","Processus","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #3a","Sentiment de changement de posture/ comportements (auto observation)","Échelle de 1 à 5 (‘pas du tout changé' à ‘a totalement changé')","1 fois toutes les 2 semaines","L'enseignant·e","Sentiment de changement de posture/ comportements (auto observation)","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #3b","Niveau de confort face à la situation","","1 fois toutes les 2 semaines","L'enseignant·e","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Non défini (quanti ou quali possible)","Quantitatif","Processus","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #3c","impression d'être plus en contrôle (reprise de pouvoir, niveau d'anxiété qui baisse)","","1 fois toutes les 2 semaines","L'enseignant·e","","Oui","Oui","Non défini (quanti ou quali possible)","Finalité","Oui","Oui","Non","Oui","Non défini (quanti ou quali possible)","Quantitatif","Finalité","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #4a","Changements de comportements de l'enseignant vis à vis des activités proposées","Comportement problématique défini en amont qui a changé : échelle de 1 à 5 (a changé pour tous les élèves ou non, échelle de n'a pas changé à a totalement changé, de manière permanente)","Tous les ans","L'enseignant·e et les pairs (collègues)","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #4b","Changements de comportements de l'enseignant vis à vis du climat de classe","Comportement problématique défini en amont qui a changé : échelle de 1 à 5 (a changé pour tous les élèves ou non, échelle de n'a pas changé à a totalement changé, de manière permanente)","Tous les ans","L'enseignant·e et les pairs (collègues)","","Oui","Oui","Quantitatif","Finalité","Oui","Oui",NA,NA,"Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #5a","Ressenti des élèves sur la qualité de la relation enseignant-élève","Échelle de 1 à 5 par exemple ; sur la qualité de la relation avec l'enseignant·e (pas en confiance - à ‘en confiance')","1 fois par mois","Les élèves de l'enseignant·e","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #5b","Ressenti des élèves sur le climat de classe","Échelle de 1 à 5 par exemple ; sur le climat de classe","1 fois par mois","Les élèves de l'enseignant·e","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #6a","Ressenti des pairs sur la qualité de la relation enseignant-élève","Échelle de 1 à 5 par exemple ; sur la qualité de la relation avec l'enseignant·e (pas en confiance - à ‘en confiance')","1 fois par mois","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","MC/CD"
"EEC5","Comment adopter une posture non-genrée en tant qu’enseignant·e?","Engager les élèves / étudiants dans les tâches d’apprentissage",1,"Indicateur #6b","Ressenti des pairs sur le climat de classe","Échelle de 1 à 5 par exemple ; sur le climat de classe","1 fois par mois","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Processus","MC/CD"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #1a","Niveau de connaissance global des élèves sur l'évaluation de l'information sur une échelle Basique, intermédiaire, etc","","Avant une séquence ou au début / fin de l'année ?","Les enseignants","Tous","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #1b","Niveau de connaissance global des élèves sur l'évaluation de l'information: Compréhension de X, Y ou Z (via un test diagnostique précis adapté au niveau scolaire)","","Avant une séquence ou au début / fin de l'année ?","Les enseignants","Tous","Oui","Oui","Quantitatif","Finalité","Non","Oui",NA,NA,NA,NA,NA,NA,"IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #2","Degré d'autonomie dans la vérification de l'information en contexte scolaire","L'élève vérifie par lui-même spontanément, l'élève a besoin qu'on lui donne la consigne, etc.","Au début, au milieu et à la fin de l'expérience","N'importe quel adulte en observation (faisant partie du projet mais sans forcément que les élèves le sachent), par exemple en petit groupe, ou lorsque les conditions le permettent","Tous","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #4","Capacité des élèves à choisir des sources pertinentes selon l'enjeu / les objectifs","Ex: se positionner sur le nucléaire. On ne cherche pas nécessairement des sources qui décrivent en profondeur le mécanisme d'une centrale nucléaire, mais plutôt les différents arguments pour / contre et les avantages / inconvénients.Les élèves savent bien / assez bien / avec de l'aide / pas du tout choisir des sources pertinentes","Une fois par séance/activité","L'enseignant·e & les autres élèves","Tous","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #5","Capacité des élèves à évaluer l'expertise de la source par rapport à un sujet donné","Les élèves savent bien / assez bien / avec de l'aide / pas du tout déterminer la compétence des auteurices d'une source selon l'objectif","Une fois par séance/activité","L'enseignant·e ou l'observateur·rice","Tous","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Finalité","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #6","Capacité des élèves à évaluer l'intention de la source / les éventuels conflits d'intérêt","Les élèves savent très bien / bien / assez bien / avec de l'aide / pas du tout","Une fois par séance/activité","L'enseignant·e ou l'observateur·rice","Tous","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Qualitatif","Quantitatif","Finalité","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #7a","Degré de compréhension des élèves des contraintes temporelles de construction / diffusion de l'information","Très bien / ... / Pas du tout","au début, au milieu et à la fin de l'expérience","L'enseignant·e ou l'observateur·rice","Tous","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #7b","Degré de compréhension des élèves des contraintes financières de construction / diffusion de l'information ","Très bien / ... / Pas du tout","au début, au milieu et à la fin de l'expérience","L'enseignant·e ou l'observateur·rice","Tous","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #8a","Capacité des élèves à croiser les sources","Les élèves utilisent plusieurs sources différentes / une seule source / pas de source.","Une fois par séance/activité","L'enseignant·e ou l'observateur·rice","Tous","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #8b","Capacité des élèves à hiérarchiser les sources","Les élèves savent hiérarchiser les sources / utilisent plusieurs sources sans hiérarchiser","Une fois par séance/activité","L'enseignant·e ou l'observateur·rice","Tous","Oui","Oui","Quantitatif","Processus","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Processus","IA/ML"
"EEC8","Comment permettre aux élèves d'évaluer une source à travers différentes disciplines scolaires ?","Traiter les sujets du programme de façon compréhensible pour les élèves / étudiant·es",5,"Indicateur #9","Nombre de critères attendus justifiant l'intention de partage d'une source","1, 2, 3 critères attendus","Ã chaque séance mobilisant l'utilisation de sources","L'élève (auto-évaluation d'après la grille des critères attendus) ou l'enseignant·es","Tous","Non",NA,NA,NA,"Non","Non",NA,NA,NA,NA,NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#1a","nombre de passage à l'infirmerie","","annuel","infirmière","EPLE","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#1b","nombre de passages CPE","","annuel","","","Oui","Non","Quantitatif",NA,"Oui","Oui","Oui","Non","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#1c","nombre de passages PsyEN","","annuel","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#1d","nombre de passages AS","","annuel","","","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Oui","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#1e","pourcentage d'élèves de la cohorte souffrant de psychopathologies","","annuel","","","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Finalité","Finalité","IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#2","exploitation des résultats de l' Enquête Locale de Climat Scolaire","Indicateurs proposés par l'enquête","bi-annuel","chef d'établissement","tous EPLE","Oui","Oui","Non défini (quanti ou quali possible)","Finalité","Oui","Non",NA,NA,NA,NA,NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#3a","nombre d'élèves élus","Nombre d'élèves","annuel","chef d'établissement","EPLE","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Non","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#3b","Nombre d'élèves participant au projet","Nombre d'élèves","annuel","chef d'établissement","EPLE","Oui","Non","Quantitatif",NA,"Oui","Oui","Non","Non","Quantitatif","Quantitatif",NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#4","résultats du questionnaire diagnostic à n+1 pour identifier de nouveaux axes de travail avec les élèves","réponses quantifiables du questionnaire","annuel","les organisateurs du questionnaire","cohorte participante","Non",NA,NA,NA,"Non","Oui",NA,NA,NA,NA,NA,NA,"IA/ML"
"SOL1","Comment améliorer le bien-être des élèves par la reconnexion à la Nature ?","Gérer les comportements",6,"#5","nombre d'élèves suivis sur la consultation jeunes consommateurs","statistiques de l'association","trimestriel","Responsables de la structure","cohorte participante","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Non",NA,NA,NA,NA,"IA/ML"
"SUP3","Comment mener une évaluation ""formative"" des compétences de collaboration dans le cadre d'un travail réalisé en groupe présentiel / distanciel / asynchrone ?","Rendre visible les résultats d’apprentissage des élèves / étudiant·es",13,"Indicateur #1","La distribution des rôles entre les membres du groupe et leur complémentarité","Tous les étudiants occupent des rôles complémentaires (""très satisfaisant"")Plusieurs étudiants occupent le même rôle (""peu satisfaisant"")","Ã surveiller sur quelques semaines","Les étudiants","Lycée, enseignement supérieur","Oui","Oui","Quantitatif","Finalité","Oui","Oui","Oui","Oui","Quantitatif","Quantitatif","Processus","Finalité","IA/ML"
